# Estimated Coulombstress in Roof region of gallery in Morsleben (from Dirk Becker) (see Dahm, 2022, fig 7)
# Coulombstress_in_Pa   day_since_filling
2970393.97  57.604
2963195.26  57.646
2956908.58  57.688
2955223.93  57.729
2958580.54  57.771
2965556.29  57.812
2975128.31  57.854
2986273.73  57.896
2998361.71  57.938
3016202.95  57.979
3039316.92  58.021
3064850.69  58.062
3089951.35  58.104
3112469.80  58.146
3137886.74  58.188
3164349.28  58.229
3187194.15  58.271
3201758.04  58.312
3203021.62  58.354
3186760.92  58.396
3159160.93  58.438
3128124.48  58.479
3101554.39  58.521
3085686.05  58.562
3072454.79  58.604
3060502.18  58.646
3051159.90  58.688
3045759.61  58.729
3046098.73  58.771
3055149.65  58.812
3070799.22  58.854
3090140.50  58.896
3110266.60  58.938
3129156.98  58.979
3149888.31  59.021
3172621.90  59.062
3196801.71  59.104
3221871.70  59.146
3247442.31  59.188
3274038.93  59.229
3301873.31  59.271
3331073.23  59.312
3361766.42  59.354
3394332.96  59.396
3429535.41  59.438
3466671.19  59.479
3504896.68  59.521
3543368.29  59.562
3581694.97  59.604
3620832.34  59.646
3660501.74  59.688
3700292.62  59.729
3739794.46  59.771
3778966.25  59.812
3818457.32  59.854
3857782.25  59.896
3896373.66  59.938
3933664.14  59.979
3969415.28  60.021
4004200.16  60.062
4038039.92  60.104
4070916.42  60.146
4102811.56  60.188
4133490.46  60.229
4162745.86  60.271
4191122.87  60.312
4219191.31  60.354
4247520.99  60.396
4276681.72  60.438
4307741.44  60.479
4341905.18  60.521
4378119.08  60.562
4415205.65  60.604
4451987.39  60.646
4487286.83  60.688
4519926.45  60.729
4548728.78  60.771
4572516.33  60.812
4590365.59  60.854
4606285.26  60.896
4621759.05  60.938
4636422.78  60.979
4649912.26  61.021
4661863.31  61.062
4671911.74  61.104
4679693.37  61.146
4684844.00  61.188
4686999.45  61.229
4678737.28  61.271
4649923.83  61.312
4604965.23  61.354
4548538.44  61.396
4485320.43  61.438
4419988.18  61.479
4357218.65  61.521
4301688.82  61.562
4258075.65  61.604
4230713.53  61.646
4211697.39  61.688
4195471.38  61.729
4181393.81  61.771
4168822.99  61.812
4157117.21  61.854
4145634.79  61.896
4133734.02  61.938
4120773.22  61.979
4106323.24  62.021
4092037.04  62.062
4078233.50  62.104
4064695.50  62.146
4051205.89  62.188
4037547.54  62.229
4023503.29  62.271
4008856.01  62.312
3993388.56  62.354
3976883.80  62.396
3959124.58  62.438
3939893.76  62.479
3918974.21  62.521
3896148.79  62.562
3865454.79  62.604
3839023.36  62.646
3812848.35  62.688
3787064.28  62.729
3764488.31  62.771
3744000.12  62.812
3730487.72  62.854
3725061.84  62.896
3732519.06  62.938
3746509.21  62.979
3768309.28  63.021
3792626.54  63.062
3817313.59  63.104
3842871.32  63.146
3867178.50  63.188
3894710.52  63.229
3918887.17  63.271
3931110.17  63.312
3918285.32  63.354
3877602.16  63.396
3824719.19  63.438
3775559.56  63.479
3745959.89  63.521
3729669.75  63.562
3715283.29  63.604
3704043.91  63.646
3697194.97  63.688
3695714.82  63.729
3696333.57  63.771
3697675.91  63.812
3699684.70  63.854
3702302.83  63.896
3707655.76  63.938
3725376.20  63.979
3752362.88  64.021
3783624.55  64.062
3814169.93  64.104
3842027.19  64.146
3871509.25  64.187
3902130.97  64.229
3933150.17  64.271
3963824.68  64.312
3993860.85  64.354
4023740.82  64.396
4053872.96  64.437
4084665.65  64.479
4116557.75  64.521
4150386.96  64.562
4185486.07  64.604
4220652.02  64.646
4254681.73  64.687
4286521.13  64.729
4316671.10  64.771
4345813.18  64.812
4374498.88  64.854
4403279.70  64.896
4432619.86  64.937
4462324.78  64.979
4491931.57  65.021
4520979.14  65.062
4549006.41  65.104
4575341.94  65.146
4600214.22  65.187
4624765.41  65.229
4650141.53  65.271
4677507.08  65.312
4708383.58  65.354
4741632.63  65.396
4775059.97  65.437
4806471.33  65.479
4834065.13  65.521
4860359.57  65.562
4886064.33  65.604
4910924.58  65.646
4934685.48  65.687
4957092.19  65.729
4977889.86  65.771
4996823.67  65.812
5013638.77  65.854
5028686.54  65.896
5043871.09  65.937
5059021.28  65.979
5073760.03  66.021
5087710.29  66.062
5100494.98  66.104
5111737.04  66.146
5121059.38  66.187
5128084.95  66.229
5132436.68  66.271
5133754.60  66.312
5133656.94  66.354
5133401.60  66.396
5132994.52  66.437
5132441.66  66.479
5131748.94  66.521
5130922.31  66.562
5129967.70  66.604
5128891.07  66.646
5127698.35  66.687
5126395.48  66.729
5124988.41  66.771
5123483.06  66.812
5121885.40  66.854
5120201.34  66.896
5118436.85  66.937
5116597.85  66.979
5114690.29  67.021
5112720.11  67.062
5110693.24  67.104
5108615.64  67.146
5106257.46  67.187
5103141.28  67.229
5099296.48  67.271
5094769.65  67.312
5089607.38  67.354
5083856.25  67.396
5077562.83  67.437
5070773.71  67.479
5063535.47  67.521
5055894.69  67.562
5047897.96  67.604
5039591.85  67.646
5031022.96  67.687
5022237.85  67.729
5013283.12  67.771
5004205.34  67.812
4995051.10  67.854
4985866.97  67.896
4976699.55  67.937
4967595.41  67.979
4958601.13  68.021
4949763.30  68.062
4941128.49  68.104
4932743.30  68.146
4924465.69  68.187
4915720.29  68.229
4905971.98  68.271
4895438.82  68.312
4876901.10  68.354
4848222.42  68.396
4805914.57  68.437
4748836.91  68.479
4701506.87  68.521
4665240.83  68.562
4635645.64  68.604
4615164.61  68.646
4598108.04  68.687
4571990.10  68.729
4539041.30  68.771
4505067.14  68.812
4463356.86  68.854
4424071.95  68.896
4411010.33  68.937
4409245.19  68.979
4408070.34  69.021
4407285.95  69.062
4406692.17  69.104
4406200.25  69.146
4405892.73  69.187
4405657.41  69.229
4405374.54  69.271
4404924.37  69.312
4399801.68  69.354
4363582.00  69.396
4303000.17  69.437
4231538.32  69.479
4162678.58  69.521
4109598.73  69.562
4062556.69  69.604
4013392.07  69.646
3965545.17  69.687
3922456.28  69.729
3887565.70  69.771
3864313.71  69.812
3856134.64  69.854
3857620.18  69.896
3861533.60  69.937
3867310.08  69.979
3874384.82  70.021
3882193.02  70.062
3890169.87  70.104
3897750.58  70.146
3904370.35  70.187
3909464.36  70.229
3912467.81  70.271
3912930.93  70.312
3911755.61  70.354
3909483.91  70.396
3906393.18  70.437
3902760.81  70.479
3898864.17  70.521
3894980.63  70.562
3891387.55  70.604
3888362.32  70.646
3886182.30  70.687
3885124.87  70.729
3886971.07  70.771
3895227.01  70.812
3908698.11  70.854
3925938.48  70.896
3945502.28  70.937
3965943.64  70.979
3985816.69  71.021
4003675.58  71.062
4018074.43  71.104
4027567.39  71.146
4030715.91  71.187
4028300.28  71.229
4022000.57  71.271
4012350.48  71.312
3999883.70  71.354
3985133.92  71.396
3968634.84  71.437
3950920.15  71.479
3932523.53  71.521
3913978.69  71.562
3894654.88  71.604
3866937.83  71.646
3832406.48  71.687
3794802.73  71.729
3757868.46  71.771
3725345.56  71.812
3700975.91  71.854
3688501.39  71.896
3689701.86  71.937
3699184.94  71.979
3714063.85  72.021
3731796.07  72.062
3749839.05  72.104
3765650.23  72.146
3776687.09  72.187
3780419.47  72.229
3777365.47  72.271
3770417.67  72.312
3761478.13  72.354
3752448.96  72.396
3745232.22  72.437
3741353.64  72.479
3738442.26  72.521
3735834.07  72.562
3733708.25  72.604
3732244.01  72.646
3731620.51  72.687
3735897.47  72.729
3749965.40  72.771
3771041.97  72.812
3796233.97  72.854
3822648.22  72.896
3847912.65  72.937
3876174.46  72.979
3907980.95  73.021
3942010.66  73.062
3976942.12  73.104
4011453.88  73.146
4045315.59  73.187
4079902.86  73.229
4114981.85  73.271
4150269.54  73.312
4185482.95  73.354
4220372.02  73.396
4255237.32  73.437
4290133.30  73.479
4324938.43  73.521
4359531.20  73.562
4393790.07  73.604
4427607.63  73.646
4461029.74  73.687
4494192.88  73.729
4527234.51  73.771
4560292.12  73.812
4593512.49  73.854
4626986.15  73.896
4660045.07  73.937
4692089.58  73.979
4723772.02  74.021
4755099.39  74.062
4784826.20  74.104
4812542.65  74.146
4842866.68  74.187
4875299.73  74.229
4904142.69  74.271
4930745.68  74.312
4956340.95  74.354
4981071.39  74.396
5005202.75  74.437
5029043.66  74.479
5053855.09  74.521
5078604.65  74.562
5101124.74  74.604
5119404.01  74.646
5135575.96  74.687
5150837.58  74.729
5164936.91  74.771
5177622.01  74.812
5188640.92  74.854
5197741.68  74.896
5204735.86  74.937
5210957.20  74.979
5216963.56  75.021
5222668.13  75.062
5227984.10  75.104
5232824.66  75.146
5237102.98  75.187
5240732.27  75.229
5243625.71  75.271
5245696.49  75.312
5246857.79  75.354
5245476.43  75.396
5223655.56  75.437
5180662.40  75.479
5122060.82  75.521
5053414.70  75.562
4980287.93  75.604
4908244.37  75.646
4842847.92  75.687
4789662.45  75.729
4754216.89  75.771
4728750.28  75.812
4704993.66  75.854
4684125.35  75.896
4667323.66  75.937
4655766.88  75.979
4650344.86  76.021
4646948.21  76.062
4643883.32  76.104
4641152.67  76.146
4638758.76  76.187
4636704.05  76.229
4634991.03  76.271
4633622.18  76.312
4632599.99  76.354
4631926.94  76.396
4631605.50  76.437
4632040.30  76.479
4634835.80  76.521
4639951.67  76.562
4647149.34  76.604
4656190.25  76.646
4666835.84  76.687
4678847.55  76.729
4691986.80  76.771
4706015.03  76.812
4720693.68  76.854
4735784.19  76.896
4751047.99  76.937
4766246.51  76.979
4781141.20  77.021
4795493.48  77.062
4809064.80  77.104
4821616.59  77.146
4832910.28  77.187
4842707.31  77.229
4850769.11  77.271
4856857.13  77.312
4860732.80  77.354
4862157.54  77.396
4858046.71  77.437
4845647.52  77.479
4826075.98  77.521
4800454.68  77.562
4769906.23  77.604
4735553.22  77.646
4698518.26  77.687
4659923.95  77.729
4620892.88  77.771
4582547.66  77.812
4546010.90  77.854
4512405.18  77.896
4482853.11  77.937
4458477.29  77.979
4439787.13  78.021
4424045.49  78.062
4410423.97  78.104
4398518.15  78.146
4387923.60  78.187
4378235.90  78.229
4369050.63  78.271
4359963.36  78.312
4350569.68  78.354
4340465.16  78.396
4329245.38  78.437
4316505.91  78.479
4301842.33  78.521
4284850.23  78.562
4265125.17  78.604
4242262.74  78.646
4199973.64  78.687
4132048.90  78.729
4065323.09  78.771
4024796.82  78.812
3995860.40  78.854
3970829.28  78.896
3952635.55  78.937
3944211.35  78.979
3945161.64  79.021
3949700.86  79.062
3957038.40  79.104
3966561.49  79.146
3977657.36  79.187
3989713.24  79.229
4002116.35  79.271
4014253.93  79.312
4025513.21  79.354
4035281.40  79.396
4042945.76  79.437
4047893.49  79.479
4049512.62  79.521
4048051.15  79.562
4045979.44  79.604
4047931.66  79.646
4046006.94  79.687
4037338.49  79.729
4031880.94  79.771
4029765.37  79.812
4037807.82  79.854
4057593.44  79.896
4081632.71  79.937
4105798.34  79.979
4131509.28  80.021
4158877.09  80.062
4187910.39  80.104
4218175.26  80.146
4248963.42  80.187
4280116.65  80.229
4311948.52  80.271
4343521.26  80.312
4374046.98  80.354
4403875.71  80.396
4433267.86  80.437
4462418.64  80.479
4491523.26  80.521
4520744.17  80.562
4549910.11  80.604
4578989.45  80.646
4608020.08  80.687
4637039.87  80.729
4666086.68  80.771
4695210.51  80.812
4724718.47  80.854
4754502.58  80.896
4784255.66  80.937
4813670.51  80.979
4842439.93  81.021
4870256.96  81.062
4897076.08  81.104
4923159.74  81.146
4948699.37  81.187
4973886.40  81.229
4998912.25  81.271
5023968.34  81.312
5049223.75  81.354
5074596.93  81.396
5099871.91  81.437
5124832.01  81.479
5149260.53  81.521
5172940.77  81.562
5196975.18  81.604
5224160.25  81.646
5252488.00  81.687
5279639.81  81.729
5303297.07  81.771
5321141.19  81.812
5330853.54  81.854
5331924.46  81.896
5331720.31  81.937
5331309.72  81.979
5330679.52  82.021
5329816.53  82.062
5328707.56  82.104
5327339.44  82.146
5325698.99  82.187
5323773.01  82.229
5321548.34  82.271
5319011.80  82.312
5316150.19  82.354
5301266.21  82.396
5244825.47  82.437
5161812.54  82.479
5070471.15  82.521
4989045.00  82.562
4935209.47  82.604
4895849.71  82.646
4862710.90  82.687
4842199.85  82.729
4835116.81  82.771
4830508.08  82.812
4827282.86  82.854
4824918.17  82.896
4822891.05  82.937
4820678.52  82.979
4817757.60  83.021
4813605.31  83.062
4807321.14  83.104
4796405.70  83.146
4781068.96  83.187
4762006.50  83.229
4739913.93  83.271
4715486.84  83.312
4689420.81  83.354
4662411.46  83.396
4635154.35  83.437
4608345.11  83.479
4576918.07  83.521
4536228.49  83.562
4493210.83  83.604
4454927.11  83.646
4428439.33  83.687
4420540.25  83.729
4423698.89  83.771
4430841.90  83.812
4440963.74  83.854
4453058.92  83.896
4466121.90  83.937
4479147.18  83.979
4491129.23  84.021
4501062.54  84.062
4507941.59  84.104
4510760.87  84.146
4509409.08  84.187
4505021.93  84.229
4498061.84  84.271
4488984.63  84.312
4478246.15  84.354
4466302.21  84.396
4453608.64  84.437
4440621.27  84.479
4423006.59  84.521
4397218.65  84.562
4365867.84  84.604
4331569.62  84.646
4296939.48  84.687
4264592.90  84.729
4237145.35  84.771
4217212.32  84.812
4207409.29  84.854
4208879.09  84.896
4218089.07  84.937
4233412.39  84.979
4253420.23  85.021
4276683.78  85.062
4301774.22  85.104
4327262.73  85.146
4351720.51  85.187
4373718.74  85.229
4391828.59  85.271
4404621.27  85.312
4412317.06  85.354
4408676.17  85.396
4375626.09  85.437
4311074.17  85.479
4281105.23  85.521
4280794.28  85.562
4284319.21  85.604
4288625.65  85.646
4294505.16  85.687
4301924.24  85.729
4311121.91  85.771
4321594.33  85.812
4333248.20  85.854
4346612.43  85.896
4361390.35  85.937
4377252.77  85.979
4394326.67  86.021
4412746.87  86.062
4432349.87  86.104
4452972.13  86.146
4474450.15  86.187
4496620.41  86.229
4519650.19  86.271
4543958.17  86.312
4569375.32  86.354
4595720.82  86.396
4622813.82  86.437
4650473.46  86.479
4678518.92  86.521
4707036.15  86.562
4736472.31  86.604
4766693.52  86.646
4797541.42  86.687
4828857.62  86.729
4860483.72  86.771
4892261.35  86.812
4924206.67  86.854
4956691.04  86.896
4989610.02  86.937
5022824.80  86.979
5056196.54  87.021
5089586.44  87.062
5122855.66  87.104
5155993.10  87.146
5189354.88  87.187
5222842.35  87.229
5256306.12  87.271
5289596.75  87.312
5322564.84  87.354
5355060.97  87.396
5387046.42  87.437
5418936.16  87.479
5450646.77  87.521
5482013.24  87.562
5512870.55  87.604
5543053.69  87.646
5572397.64  87.687
5600899.07  87.729
5629417.64  87.771
5657736.81  87.812
5685410.59  87.854
5711993.02  87.896
5737038.12  87.937
5760099.94  87.979
5781038.34  88.021
5802356.93  88.062
5824266.31  88.104
5846215.30  88.146
5867652.71  88.187
5888027.36  88.229
5906788.09  88.271
5923383.70  88.312
5937263.01  88.354
5947874.86  88.396
5954668.05  88.437
5957091.40  88.479
5957031.47  88.521
5956847.49  88.562
5956538.85  88.604
5956104.70  88.646
5955544.14  88.687
5954856.29  88.729
5954040.29  88.771
5953095.23  88.812
5952020.26  88.854
5950814.48  88.896
5947730.15  88.937
5937180.37  88.979
5920319.56  89.021
5898927.55  89.062
5874784.19  89.104
5849669.31  89.146
5825362.74  89.187
5803644.33  89.229
5784896.27  89.271
5767132.55  89.312
5749657.84  89.354
5731806.66  89.396
5712913.56  89.437
5692313.08  89.479
5669339.17  89.521
5641549.82  89.562
5608487.65  89.604
5572249.23  89.646
5534931.09  89.687
5498629.77  89.729
5465441.82  89.771
5437409.13  89.812
5413645.90  89.854
5392404.16  89.896
5372813.99  89.937
5354005.49  89.979
5335108.73  90.021
5315253.81  90.062
5293570.81  90.104
5269089.68  90.146
5238091.84  90.187
5200643.87  90.229
5158925.57  90.271
5115116.71  90.312
5071397.08  90.354
5029946.44  90.396
4992944.60  90.437
4962571.31  90.479
4941006.38  90.521
4930429.57  90.562
4930789.89  90.604
4935945.58  90.646
4944756.22  90.687
4956535.96  90.729
4970598.95  90.771
4986259.36  90.812
5002831.35  90.854
5019629.07  90.896
5035966.69  90.937
5051158.36  90.979
5064975.69  91.021
5079175.27  91.062
5093216.47  91.104
5107193.83  91.146
5118711.45  91.187
5126892.82  91.229
5136220.61  91.271
5145571.27  91.312
5154766.48  91.354
5163955.05  91.396
5173962.47  91.437
5186817.09  91.479
5201929.18  91.521
5218375.24  91.562
5236298.45  91.604
5256272.02  91.646
5276146.24  91.687
5294255.81  91.729
5311522.65  91.771
5328273.26  91.812
5344693.41  91.854
5360968.87  91.896
5377277.04  91.937
5393566.18  91.979
5409749.13  92.021
5425790.81  92.062
5441656.13  92.104
5457310.01  92.146
5472722.31  92.187
5488135.96  92.229
5503618.26  92.271
5519053.07  92.312
5534324.24  92.354
5549315.63  92.396
5563911.10  92.437
5577994.51  92.479
5591449.72  92.521
5604177.48  92.562
5616785.77  92.604
5629517.08  92.646
5642219.34  92.687
5654740.46  92.729
5666928.34  92.771
5678630.92  92.812
5689696.09  92.854
5699971.78  92.896
5709305.90  92.937
5717546.37  92.979
5724541.09  93.021
5730221.17  93.062
5735523.68  93.104
5740738.42  93.146
5745848.51  93.187
5750837.07  93.229
5755687.19  93.271
5760382.00  93.312
5764904.60  93.354
5769238.10  93.396
5773365.62  93.437
5777270.27  93.479
5780935.15  93.521
5784343.39  93.562
5787478.08  93.604
5790322.35  93.646
5792859.29  93.687
5795072.04  93.729
5796943.68  93.771
5798457.34  93.812
5799596.13  93.854
5800343.16  93.896
5800681.54  93.937
5800492.93  93.979
5799499.44  94.021
5797732.94  94.062
5795244.98  94.104
5792087.12  94.146
5788310.88  94.187
5783967.83  94.229
5779109.49  94.271
5773787.43  94.312
5768053.18  94.354
5761958.30  94.396
5755554.31  94.437
5748892.78  94.479
5742025.24  94.521
5735003.25  94.562
5727878.34  94.604
5720702.06  94.646
5713525.96  94.687
5706401.58  94.729
5699380.47  94.771
5692514.17  94.812
5685854.23  94.854
5679452.20  94.896
5673359.61  94.937
5667506.04  94.979
5661568.85  95.021
5655534.96  95.062
5649413.02  95.104
5643211.68  95.146
5636939.61  95.187
5630605.47  95.229
5624217.92  95.271
5617785.61  95.312
5611317.20  95.354
5604821.36  95.396
5598306.74  95.437
5591782.00  95.479
5585255.81  95.521
5578736.81  95.562
5572233.67  95.604
5565755.05  95.646
5559309.61  95.687
5552906.00  95.729
5546552.89  95.771
5540258.93  95.812
5534032.79  95.854
5527883.11  95.896
5521818.57  95.937
5515847.63  95.979
5509968.44  96.021
5504169.39  96.062
5498438.57  96.104
5492764.06  96.146
5487133.97  96.187
5481536.38  96.229
5475959.40  96.271
5470391.11  96.312
5464819.60  96.354
5459232.98  96.396
5453619.34  96.437
5447966.77  96.479
5442263.36  96.521
5436497.20  96.562
5430656.40  96.604
5424729.04  96.646
5418703.23  96.687
5412412.47  96.729
5407317.09  96.771
5403747.39  96.812
5398887.59  96.854
5392659.81  96.896
5388764.44  96.937
5384685.20  96.979
5379690.95  97.021
5373803.67  97.062
5366830.48  97.104
5360460.35  97.146
5354465.63  97.187
5348958.55  97.229
5344237.65  97.271
5340263.92  97.312
5336426.46  97.354
5332081.79  97.396
5326667.05  97.437
5320358.94  97.479
5313671.28  97.521
5307118.56  97.562
5301215.27  97.604
5296158.55  97.646
5291527.31  97.687
5287180.47  97.729
5282985.74  97.771
5278810.83  97.812
5274523.43  97.854
5269991.24  97.896
5265136.81  97.937
5260052.80  97.979
5254819.71  98.021
5249516.27  98.062
5244221.18  98.104
5239013.16  98.146
5233970.93  98.187
5229118.52  98.229
5224363.36  98.271
5219687.87  98.312
5215078.35  98.354
5210521.06  98.396
5206002.27  98.437
5201508.27  98.479
5197025.32  98.521
5192539.70  98.562
5188037.69  98.604
5183505.56  98.646
5178929.58  98.687
5174296.83  98.729
5169612.96  98.771
5164889.74  98.812
5160136.31  98.854
5155361.83  98.896
5150575.44  98.937
5145786.29  98.979
5141003.52  99.021
5136236.27  99.062
5131493.71  99.104
5126784.97  99.146
5122119.19  99.187
5117505.54  99.229
5112953.14  99.271
5108460.83  99.312
5104005.12  99.354
5099582.49  99.396
5095190.71  99.437
5090827.55  99.479
5086490.77  99.521
5082178.14  99.562
5077887.42  99.604
5073616.37  99.646
5069362.75  99.687
5065124.34  99.729
5060898.90  99.771
5056684.18  99.812
5052477.96  99.854
